Municipio;Nomes de medida;Ranking;Valores de medida
ALTAIR;% em relação as doses enviadas;599º;0,854923557
ALTAIR;Total de Doses Aplicadas;599º;5200,5
ALTAIR;Qtd-Doses-Distribuidas;599º;6083
REDENÇÃO DA SERRA;% em relação as doses enviadas;600º;0,854363981
REDENÇÃO DA SERRA;Total de Doses Aplicadas;600º;5863,5
REDENÇÃO DA SERRA;Qtd-Doses-Distribuidas;600º;6863
RAFARD;% em relação as doses enviadas;601º;0,854193548
RAFARD;Total de Doses Aplicadas;601º;12578
RAFARD;Qtd-Doses-Distribuidas;601º;14725
ITARIRI;% em relação as doses enviadas;602º;0,852551149
ITARIRI;Total de Doses Aplicadas;602º;20251,5
ITARIRI;Qtd-Doses-Distribuidas;602º;23754
AMÉRICO BRASILIENSE;% em relação as doses enviadas;603º;0,852273689
AMÉRICO BRASILIENSE;Total de Doses Aplicadas;603º;50360
AMÉRICO BRASILIENSE;Qtd-Doses-Distribuidas;603º;59089
GUAREÍ;% em relação as doses enviadas;604º;0,851853871
GUAREÍ;Total de Doses Aplicadas;604º;23434,5
GUAREÍ;Qtd-Doses-Distribuidas;604º;27510
NATIVIDADE DA SERRA;% em relação as doses enviadas;605º;0,851191482
NATIVIDADE DA SERRA;Total de Doses Aplicadas;605º;10073
NATIVIDADE DA SERRA;Qtd-Doses-Distribuidas;605º;11834
LAVRINHAS;% em relação as doses enviadas;606º;0,849744497
LAVRINHAS;Total de Doses Aplicadas;606º;8647
LAVRINHAS;Qtd-Doses-Distribuidas;606º;10176
BREJO ALEGRE;% em relação as doses enviadas;607º;0,849115044
BREJO ALEGRE;Total de Doses Aplicadas;607º;3838
BREJO ALEGRE;Qtd-Doses-Distribuidas;607º;4520
ITAQUAQUECETUBA;% em relação as doses enviadas;608º;0,848601473
ITAQUAQUECETUBA;Total de Doses Aplicadas;608º;436913,5
ITAQUAQUECETUBA;Qtd-Doses-Distribuidas;608º;514863
QUELUZ;% em relação as doses enviadas;609º;0,848499724
QUELUZ;Total de Doses Aplicadas;609º;13828
QUELUZ;Qtd-Doses-Distribuidas;609º;16297
BARRA DO TURVO;% em relação as doses enviadas;610º;0,848481137
BARRA DO TURVO;Total de Doses Aplicadas;610º;10390,5
BARRA DO TURVO;Qtd-Doses-Distribuidas;610º;12246
SÃO JOAQUIM DA BARRA;% em relação as doses enviadas;611º;0,847719315
SÃO JOAQUIM DA BARRA;Total de Doses Aplicadas;611º;69730
SÃO JOAQUIM DA BARRA;Qtd-Doses-Distribuidas;611º;82256
VÁRZEA PAULISTA;% em relação as doses enviadas;612º;0,847269001
VÁRZEA PAULISTA;Total de Doses Aplicadas;612º;148419,5
VÁRZEA PAULISTA;Qtd-Doses-Distribuidas;612º;175174
TUIUTI;% em relação as doses enviadas;613º;0,847235823
TUIUTI;Total de Doses Aplicadas;613º;9517
TUIUTI;Qtd-Doses-Distribuidas;613º;11233
LINDÓIA;% em relação as doses enviadas;614º;0,843975283
LINDÓIA;Total de Doses Aplicadas;614º;10653,5
LINDÓIA;Qtd-Doses-Distribuidas;614º;12623
VARGEM;% em relação as doses enviadas;615º;0,843454916
VARGEM;Total de Doses Aplicadas;615º;13666,5
VARGEM;Qtd-Doses-Distribuidas;615º;16203
ALUMÍNIO;% em relação as doses enviadas;616º;0,837099347
ALUMÍNIO;Total de Doses Aplicadas;616º;22042,5
ALUMÍNIO;Qtd-Doses-Distribuidas;616º;26332
ITAPECERICA DA SERRA;% em relação as doses enviadas;617º;0,834577266
ITAPECERICA DA SERRA;Total de Doses Aplicadas;617º;218607,5
ITAPECERICA DA SERRA;Qtd-Doses-Distribuidas;617º;261938
ELDORADO;% em relação as doses enviadas;618º;0,833578725
ELDORADO;Total de Doses Aplicadas;618º;18117
ELDORADO;Qtd-Doses-Distribuidas;618º;21734
ORLÂNDIA;% em relação as doses enviadas;619º;0,829126841
ORLÂNDIA;Total de Doses Aplicadas;619º;56471
ORLÂNDIA;Qtd-Doses-Distribuidas;619º;68109
MAIRIPORÃ;% em relação as doses enviadas;620º;0,824939992
MAIRIPORÃ;Total de Doses Aplicadas;620º;124068,5
MAIRIPORÃ;Qtd-Doses-Distribuidas;620º;150397
SÃO ROQUE;% em relação as doses enviadas;621º;0,824669533
SÃO ROQUE;Total de Doses Aplicadas;621º;113731
SÃO ROQUE;Qtd-Doses-Distribuidas;621º;137911
PEDRO DE TOLEDO;% em relação as doses enviadas;622º;0,824267659
PEDRO DE TOLEDO;Total de Doses Aplicadas;622º;13956,5
PEDRO DE TOLEDO;Qtd-Doses-Distribuidas;622º;16932
VOTORANTIM;% em relação as doses enviadas;623º;0,823223845
VOTORANTIM;Total de Doses Aplicadas;623º;148095,5
VOTORANTIM;Qtd-Doses-Distribuidas;623º;179897
IARAS;% em relação as doses enviadas;624º;0,822954899
IARAS;Total de Doses Aplicadas;624º;13229
IARAS;Qtd-Doses-Distribuidas;624º;16075
ITIRAPINA;% em relação as doses enviadas;625º;0,822883580
ITIRAPINA;Total de Doses Aplicadas;625º;23834
ITIRAPINA;Qtd-Doses-Distribuidas;625º;28964
SOROCABA;% em relação as doses enviadas;626º;0,820002791
SOROCABA;Total de Doses Aplicadas;626º;840238
SOROCABA;Qtd-Doses-Distribuidas;626º;1024677
GASTÃO VIDIGAL;% em relação as doses enviadas;627º;0,818058894
GASTÃO VIDIGAL;Total de Doses Aplicadas;627º;5445
GASTÃO VIDIGAL;Qtd-Doses-Distribuidas;627º;6656
FERRAZ DE VASCONCELOS;% em relação as doses enviadas;628º;0,814943179
FERRAZ DE VASCONCELOS;Total de Doses Aplicadas;628º;226319,5
FERRAZ DE VASCONCELOS;Qtd-Doses-Distribuidas;628º;277712
IPERÓ;% em relação as doses enviadas;629º;0,814406825
IPERÓ;Total de Doses Aplicadas;629º;45726,5
IPERÓ;Qtd-Doses-Distribuidas;629º;56147
EMBU-GUAÇU;% em relação as doses enviadas;630º;0,813190247
EMBU-GUAÇU;Total de Doses Aplicadas;630º;87180,5
EMBU-GUAÇU;Qtd-Doses-Distribuidas;630º;107208
BALBINOS;% em relação as doses enviadas;631º;0,805218337
BALBINOS;Total de Doses Aplicadas;631º;8888
BALBINOS;Qtd-Doses-Distribuidas;631º;11038
PACAEMBU;% em relação as doses enviadas;632º;0,804783351
PACAEMBU;Total de Doses Aplicadas;632º;20728
PACAEMBU;Qtd-Doses-Distribuidas;632º;25756
NOVA LUZITÂNIA;% em relação as doses enviadas;633º;0,803751804
NOVA LUZITÂNIA;Total de Doses Aplicadas;633º;4456
NOVA LUZITÂNIA;Qtd-Doses-Distribuidas;633º;5544
VARGEM GRANDE PAULISTA;% em relação as doses enviadas;634º;0,803429636
VARGEM GRANDE PAULISTA;Total de Doses Aplicadas;634º;62126
VARGEM GRANDE PAULISTA;Qtd-Doses-Distribuidas;634º;77326
SÃO PEDRO;% em relação as doses enviadas;635º;0,800249790
SÃO PEDRO;Total de Doses Aplicadas;635º;43890,5
SÃO PEDRO;Qtd-Doses-Distribuidas;635º;54846
PALMARES PAULISTA;% em relação as doses enviadas;636º;0,789184104
PALMARES PAULISTA;Total de Doses Aplicadas;636º;13841,5
PALMARES PAULISTA;Qtd-Doses-Distribuidas;636º;17539
RIOLÂNDIA;% em relação as doses enviadas;637º;0,784701061
RIOLÂNDIA;Total de Doses Aplicadas;637º;14936
RIOLÂNDIA;Qtd-Doses-Distribuidas;637º;19034
COSMÓPOLIS;% em relação as doses enviadas;638º;0,777985603
COSMÓPOLIS;Total de Doses Aplicadas;638º;79652,5
COSMÓPOLIS;Qtd-Doses-Distribuidas;638º;102383
CACHOEIRA PAULISTA;% em relação as doses enviadas;639º;0,773036781
CACHOEIRA PAULISTA;Total de Doses Aplicadas;639º;41551,5
CACHOEIRA PAULISTA;Qtd-Doses-Distribuidas;639º;53751
IBIÚNA;% em relação as doses enviadas;640º;0,742789306
IBIÚNA;Total de Doses Aplicadas;640º;90882,5
IBIÚNA;Qtd-Doses-Distribuidas;640º;122353
CÁSSIA DOS COQUEIROS;% em relação as doses enviadas;641º;0,742482517
CÁSSIA DOS COQUEIROS;Total de Doses Aplicadas;641º;4247
CÁSSIA DOS COQUEIROS;Qtd-Doses-Distribuidas;641º;5720
EUCLIDES DA CUNHA PAULISTA;% em relação as doses enviadas;642º;0,733388704
EUCLIDES DA CUNHA PAULISTA;Total de Doses Aplicadas;642º;11037,5
EUCLIDES DA CUNHA PAULISTA;Qtd-Doses-Distribuidas;642º;15050
PIRAJUÍ;% em relação as doses enviadas;643º;0,705539501
PIRAJUÍ;Total de Doses Aplicadas;643º;28810
PIRAJUÍ;Qtd-Doses-Distribuidas;643º;40834
RIO GRANDE DA SERRA;% em relação as doses enviadas;644º;0,546623185
RIO GRANDE DA SERRA;Total de Doses Aplicadas;644º;41820,5
RIO GRANDE DA SERRA;Qtd-Doses-Distribuidas;644º;76507
